sample,total_count,population,count,percentage
sample01356,105001,monocyte,12182,11.6018
sample01356,105001,nk_cell,15307,14.578
sample01357,103075,b_cell,8942,8.6752
sample01357,103075,cd4_t_cell,36847,35.7478
sample01357,103075,cd8_t_cell,21948,21.2932
sample01357,103075,monocyte,18762,18.2023
sample01357,103075,nk_cell,16576,16.0815
sample01358,107650,b_cell,14529,13.4965
sample01358,107650,cd4_t_cell,37015,34.3846
sample01358,107650,cd8_t_cell,21472,19.9461
sample01358,107650,monocyte,18427,17.1175
sample01358,107650,nk_cell,16207,15.0553
sample01359,110209,b_cell,12966,11.7649
sample01359,110209,cd4_t_cell,28961,26.2783
sample01359,110209,cd8_t_cell,24728,22.4374
sample01359,110209,monocyte,22025,19.9848
sample01359,110209,nk_cell,21529,19.5347
sample01360,101085,b_cell,9095,8.9974
sample01360,101085,cd4_t_cell,33973,33.6083
sample01360,101085,cd8_t_cell,27839,27.5402
sample01360,101085,monocyte,14129,13.9773
sample01360,101085,nk_cell,16049,15.8767
sample01361,102423,b_cell,9563,9.3368
sample01361,102423,cd4_t_cell,25020,24.4281
sample01361,102423,cd8_t_cell,35989,35.1376
sample01361,102423,monocyte,17916,17.4922
sample01361,102423,nk_cell,13935,13.6053
sample01362,96252,b_cell,6821,7.0866
sample01362,96252,cd4_t_cell,31233,32.4492
sample01362,96252,cd8_t_cell,25173,26.1532
sample01362,96252,monocyte,21410,22.2437
sample01362,96252,nk_cell,11615,12.0673
sample01363,103261,b_cell,7113,6.8884
sample01363,103261,cd4_t_cell,31931,30.9226
sample01363,103261,cd8_t_cell,25286,24.4875
sample01363,103261,monocyte,21881,21.19
sample01363,103261,nk_cell,17050,16.5116
sample01364,105527,b_cell,8486,8.0415
sample01364,105527,cd4_t_cell,29461,27.918
sample01364,105527,cd8_t_cell,30355,28.7652
sample01364,105527,monocyte,23462,22.2332
sample01364,105527,nk_cell,13763,13.0422
sample01365,87295,b_cell,10784,12.3535
sample01365,87295,cd4_t_cell,25625,29.3545
sample01365,87295,cd8_t_cell,21284,24.3817
sample01365,87295,monocyte,14311,16.3938
sample01365,87295,nk_cell,15291,17.5165
sample01366,97111,b_cell,13468,13.8687
sample01366,97111,cd4_t_cell,29060,29.9245
sample01366,97111,cd8_t_cell,19253,19.8258
sample01366,97111,monocyte,21272,21.9048
sample01366,97111,nk_cell,14058,14.4762
sample01367,103094,b_cell,11598,11.2499
sample01367,103094,cd4_t_cell,25733,24.9607
sample01367,103094,cd8_t_cell,28270,27.4216
sample01367,103094,monocyte,19309,18.7295
sample01367,103094,nk_cell,18184,17.6383
sample01368,99300,b_cell,13922,14.0201
sample01368,99300,cd4_t_cell,32389,32.6173
sample01368,99300,cd8_t_cell,19303,19.4391
sample01368,99300,monocyte,19799,19.9386
sample01368,99300,nk_cell,13887,13.9849
sample01369,98045,b_cell,12996,13.2551
sample01369,98045,cd4_t_cell,26814,27.3487
sample01369,98045,cd8_t_cell,25569,26.0788
sample01369,98045,monocyte,19296,19.6808
sample01369,98045,nk_cell,13370,13.6366
sample01370,105029,b_cell,7999,7.616
sample01370,105029,cd4_t_cell,42892,40.8382
sample01370,105029,cd8_t_cell,23312,22.1958
sample01370,105029,monocyte,18054,17.1895
sample01370,105029,nk_cell,12772,12.1605
sample01371,90105,b_cell,10272,11.4
sample01371,90105,cd4_t_cell,32624,36.2066
sample01371,90105,cd8_t_cell,18989,21.0743
sample01371,90105,monocyte,17933,19.9023
sample01371,90105,nk_cell,10287,11.4167
sample01372,99005,b_cell,7587,7.6632
sample01372,99005,cd4_t_cell,29170,29.4632
sample01372,99005,cd8_t_cell,29478,29.7743
sample01372,99005,monocyte,17692,17.8698
sample01372,99005,nk_cell,15078,15.2295
sample01373,93845,b_cell,7457,7.9461
sample01373,93845,cd4_t_cell,25860,27.5561
sample01373,93845,cd8_t_cell,21999,23.4418
sample01373,93845,monocyte,24738,26.3605
sample01373,93845,nk_cell,13791,14.6955
sample01374,96026,b_cell,6803,7.0845
sample01374,96026,cd4_t_cell,31793,33.1087
sample01374,96026,cd8_t_cell,25753,26.8188
sample01374,96026,monocyte,15749,16.4008
sample01374,96026,nk_cell,15928,16.5872
sample01375,93221,b_cell,11337,12.1614
sample01375,93221,cd4_t_cell,28774,30.8664
sample01375,93221,cd8_t_cell,25377,27.2224
sample01375,93221,monocyte,13837,14.8432
sample01375,93221,nk_cell,13896,14.9065
sample01376,92856,b_cell,10157,10.9384
sample01376,92856,cd4_t_cell,27540,29.6588
sample01376,92856,cd8_t_cell,32731,35.2492
sample01376,92856,monocyte,15501,16.6936
sample01376,92856,nk_cell,6927,7.4599
sample01377,95166,b_cell,5884,6.1829
sample01377,95166,cd4_t_cell,24728,25.9841
sample01377,95166,cd8_t_cell,25394,26.6839
sample01377,95166,monocyte,18400,19.3346
sample01377,95166,nk_cell,20760,21.8145
sample01378,102603,b_cell,8831,8.607
sample01378,102603,cd4_t_cell,38657,37.6763
sample01378,102603,cd8_t_cell,24206,23.5919
sample01378,102603,monocyte,19539,19.0433
sample01378,102603,nk_cell,11370,11.0815
sample01379,96861,b_cell,11035,11.3926
sample01379,96861,cd4_t_cell,33543,34.63
sample01379,96861,cd8_t_cell,19993,20.6409
sample01379,96861,monocyte,17005,17.5561
sample01379,96861,nk_cell,15285,15.7803
sample01380,103046,b_cell,8226,7.9828
sample01380,103046,cd4_t_cell,23394,22.7025
sample01380,103046,cd8_t_cell,28297,27.4606
sample01380,103046,monocyte,25037,24.2969
sample01380,103046,nk_cell,18092,17.5572
sample01381,109749,b_cell,6961,6.3427
sample01381,109749,cd4_t_cell,32879,29.9584
sample01381,109749,cd8_t_cell,27042,24.6399
sample01381,109749,monocyte,26791,24.4112
sample01381,109749,nk_cell,16076,14.648
sample01382,107653,b_cell,9561,8.8813
sample01382,107653,cd4_t_cell,43100,40.036
sample01382,107653,cd8_t_cell,17296,16.0664
sample01382,107653,monocyte,22756,21.1383
sample01382,107653,nk_cell,14940,13.8779
sample01383,106419,b_cell,11355,10.6701
sample01383,106419,cd4_t_cell,28652,26.9238
sample01383,106419,cd8_t_cell,27469,25.8121
sample01383,106419,monocyte,24566,23.0842
sample01383,106419,nk_cell,14377,13.5098
sample01384,109614,b_cell,5448,4.9702
sample01384,109614,cd4_t_cell,29307,26.7365
sample01384,109614,cd8_t_cell,32048,29.2371
sample01384,109614,monocyte,28738,26.2175
sample01384,109614,nk_cell,14073,12.8387
sample01385,102151,b_cell,10390,10.1712
sample01385,102151,cd4_t_cell,26520,25.9616
sample01385,102151,cd8_t_cell,30302,29.6639
sample01385,102151,monocyte,14459,14.1545
sample01385,102151,nk_cell,20480,20.0488
sample01386,104505,b_cell,7618,7.2896
sample01386,104505,cd4_t_cell,38674,37.0068
sample01386,104505,cd8_t_cell,23373,22.3654
sample01386,104505,monocyte,16508,15.7964
sample01386,104505,nk_cell,18332,17.5417
sample01387,101280,b_cell,7276,7.184
sample01387,101280,cd4_t_cell,28281,27.9236
sample01387,101280,cd8_t_cell,31678,31.2776
sample01387,101280,monocyte,23381,23.0855
sample01387,101280,nk_cell,10664,10.5292
sample01388,107400,b_cell,9208,8.5736
sample01388,107400,cd4_t_cell,24134,22.4711
sample01388,107400,cd8_t_cell,30748,28.6294
sample01388,107400,monocyte,19257,17.9302
sample01388,107400,nk_cell,24053,22.3957
sample01389,94137,b_cell,8095,8.5992
sample01389,94137,cd4_t_cell,36087,38.3346
sample01389,94137,cd8_t_cell,19541,20.758
sample01389,94137,monocyte,18355,19.4982
sample01389,94137,nk_cell,12059,12.8101
sample01390,102409,b_cell,7403,7.2289
sample01390,102409,cd4_t_cell,26014,25.4021
sample01390,102409,cd8_t_cell,32359,31.5978
sample01390,102409,monocyte,19960,19.4905
sample01390,102409,nk_cell,16673,16.2808
sample01391,104168,b_cell,5930,5.6927
sample01391,104168,cd4_t_cell,29492,28.312
sample01391,104168,cd8_t_cell,27317,26.224
sample01391,104168,monocyte,21349,20.4948
sample01391,104168,nk_cell,20080,19.2766
sample01392,104020,b_cell,7748,7.4486
sample01392,104020,cd4_t_cell,37266,35.8258
sample01392,104020,cd8_t_cell,22283,21.4218
sample01392,104020,monocyte,16836,16.1853
sample01392,104020,nk_cell,19887,19.1184
sample01393,97201,b_cell,3612,3.716
sample01393,97201,cd4_t_cell,33561,34.5274
sample01393,97201,cd8_t_cell,21358,21.973
sample01393,97201,monocyte,22356,22.9998
sample01393,97201,nk_cell,16314,16.7838
sample01394,89356,b_cell,7634,8.5434
sample01394,89356,cd4_t_cell,27063,30.2867
sample01394,89356,cd8_t_cell,25404,28.4301
sample01394,89356,monocyte,8992,10.0631
sample01394,89356,nk_cell,20263,22.6767
sample01395,102167,b_cell,5967,5.8404
sample01395,102167,cd4_t_cell,35166,34.4201
sample01395,102167,cd8_t_cell,22873,22.3879
sample01395,102167,monocyte,15778,15.4433
sample01395,102167,nk_cell,22383,21.9082
sample01396,97473,b_cell,14852,15.237
sample01396,97473,cd4_t_cell,31797,32.6213
sample01396,97473,cd8_t_cell,22446,23.0279
sample01396,97473,monocyte,18713,19.1981
sample01396,97473,nk_cell,9665,9.9156
sample01397,92581,b_cell,5435,5.8705
sample01397,92581,cd4_t_cell,25466,27.5067
sample01397,92581,cd8_t_cell,25590,27.6407
sample01397,92581,monocyte,24700,26.6793
sample01397,92581,nk_cell,11390,12.3027
sample01398,102352,b_cell,8720,8.5196
sample01398,102352,cd4_t_cell,34372,33.5821
sample01398,102352,cd8_t_cell,24500,23.937
sample01398,102352,monocyte,21693,21.1945
sample01398,102352,nk_cell,13067,12.7667
sample01399,107518,b_cell,10154,9.444
sample01399,107518,cd4_t_cell,28015,26.0561
sample01399,107518,cd8_t_cell,38177,35.5075
sample01399,107518,monocyte,21649,20.1352
sample01399,107518,nk_cell,9523,8.8571
sample01400,98610,b_cell,7749,7.8582
sample01400,98610,cd4_t_cell,25628,25.9893
sample01400,98610,cd8_t_cell,22000,22.3101
sample01400,98610,monocyte,26195,26.5642
sample01400,98610,nk_cell,17038,17.2782
sample01401,96273,b_cell,7870,8.1747
sample01401,96273,cd4_t_cell,31556,32.7776
sample01401,96273,cd8_t_cell,19596,20.3546
sample01401,96273,monocyte,22302,23.1654
sample01401,96273,nk_cell,14949,15.5277
sample01402,106392,b_cell,10088,9.4819
sample01402,106392,cd4_t_cell,35757,33.6087
sample01402,106392,cd8_t_cell,27955,26.2755
sample01402,106392,monocyte,19429,18.2617
sample01402,106392,nk_cell,13163,12.3722
sample01403,105955,b_cell,10260,9.6834
sample01403,105955,cd4_t_cell,34162,32.242
sample01403,105955,cd8_t_cell,31616,29.8391
sample01403,105955,monocyte,15564,14.6893
sample01403,105955,nk_cell,14353,13.5463
sample01404,93997,b_cell,10419,11.0844
sample01404,93997,cd4_t_cell,29992,31.9074
sample01404,93997,cd8_t_cell,18681,19.874
sample01404,93997,monocyte,18958,20.1687
sample01404,93997,nk_cell,15947,16.9654
sample01405,92777,b_cell,8759,9.4409
sample01405,92777,cd4_t_cell,28422,30.6347
sample01405,92777,cd8_t_cell,21569,23.2482
sample01405,92777,monocyte,18488,19.9274
sample01405,92777,nk_cell,15539,16.7488
sample01406,102368,b_cell,10769,10.5199
sample01406,102368,cd4_t_cell,32818,32.0588
sample01406,102368,cd8_t_cell,23281,22.7425
sample01406,102368,monocyte,20777,20.2964
sample01406,102368,nk_cell,14723,14.3824
sample01407,106492,b_cell,7575,7.1132
sample01407,106492,cd4_t_cell,29849,28.0293
sample01407,106492,cd8_t_cell,25196,23.66
sample01407,106492,monocyte,24230,22.7529
sample01407,106492,nk_cell,19642,18.4446
sample01408,101116,b_cell,9550,9.4446
sample01408,101116,cd4_t_cell,31790,31.4391
sample01408,101116,cd8_t_cell,31632,31.2829
sample01408,101116,monocyte,18042,17.8429
sample01408,101116,nk_cell,10102,9.9905
sample01409,101505,b_cell,18407,18.1341
sample01409,101505,cd4_t_cell,28448,28.0262
sample01409,101505,cd8_t_cell,22573,22.2383
sample01409,101505,monocyte,20349,20.0473
sample01409,101505,nk_cell,11728,11.5541
sample01410,104517,b_cell,5258,5.0308
sample01410,104517,cd4_t_cell,34949,33.4386
sample01410,104517,cd8_t_cell,24120,23.0776
sample01410,104517,monocyte,27072,25.902
sample01410,104517,nk_cell,13118,12.5511
sample01411,94708,b_cell,11566,12.2123
sample01411,94708,cd4_t_cell,33987,35.8861
sample01411,94708,cd8_t_cell,16227,17.1337
sample01411,94708,monocyte,20829,21.9929
sample01411,94708,nk_cell,12099,12.7751
sample01412,99552,b_cell,12686,12.7431
sample01412,99552,cd4_t_cell,22923,23.0262
sample01412,99552,cd8_t_cell,23264,23.3687
sample01412,99552,monocyte,21544,21.641
sample01412,99552,nk_cell,19135,19.2211
sample01413,89999,b_cell,11076,12.3068
sample01413,89999,cd4_t_cell,26043,28.937
sample01413,89999,cd8_t_cell,21811,24.2347
sample01413,89999,monocyte,16605,18.4502
sample01413,89999,nk_cell,14464,16.0713
sample01414,91947,b_cell,7544,8.2047
sample01414,91947,cd4_t_cell,29617,32.2109
sample01414,91947,cd8_t_cell,16809,18.2812
sample01414,91947,monocyte,24477,26.6208
sample01414,91947,nk_cell,13500,14.6824
sample01415,89404,b_cell,16692,18.6703
sample01415,89404,cd4_t_cell,23560,26.3523
sample01415,89404,cd8_t_cell,19310,21.5986
sample01415,89404,monocyte,16433,18.3806
sample01415,89404,nk_cell,13409,14.9982
sample01416,88105,b_cell,8001,9.0812
sample01416,88105,cd4_t_cell,28730,32.6088
sample01416,88105,cd8_t_cell,17715,20.1067
sample01416,88105,monocyte,18989,21.5527
sample01416,88105,nk_cell,14670,16.6506
sample01417,102571,b_cell,14181,13.8255
sample01417,102571,cd4_t_cell,36096,35.1912
sample01417,102571,cd8_t_cell,26645,25.9771
sample01417,102571,monocyte,13045,12.718
sample01417,102571,nk_cell,12604,12.2881
sample01418,88318,b_cell,10860,12.2965
sample01418,88318,cd4_t_cell,28582,32.3626
sample01418,88318,cd8_t_cell,22093,25.0153
sample01418,88318,monocyte,13860,15.6933
sample01418,88318,nk_cell,12923,14.6324
sample01419,98213,b_cell,6422,6.5388
sample01419,98213,cd4_t_cell,30335,30.8869
sample01419,98213,cd8_t_cell,29627,30.1661
sample01419,98213,monocyte,11079,11.2806
sample01419,98213,nk_cell,20750,21.1275
sample01420,99012,b_cell,8751,8.8383
sample01420,99012,cd4_t_cell,25946,26.2049
sample01420,99012,cd8_t_cell,29834,30.1317
sample01420,99012,monocyte,26963,27.2321
sample01420,99012,nk_cell,7518,7.593
sample01421,92764,b_cell,13139,14.1639
sample01421,92764,cd4_t_cell,26542,28.6124
sample01421,92764,cd8_t_cell,25847,27.8632
sample01421,92764,monocyte,18769,20.2331
sample01421,92764,nk_cell,8467,9.1275
sample01422,94401,b_cell,9031,9.5666
sample01422,94401,cd4_t_cell,25114,26.6035
sample01422,94401,cd8_t_cell,18782,19.896
sample01422,94401,monocyte,23354,24.7391
sample01422,94401,nk_cell,18120,19.1947
sample01423,102034,b_cell,16229,15.9055
sample01423,102034,cd4_t_cell,26635,26.104
sample01423,102034,cd8_t_cell,15816,15.5007
sample01423,102034,monocyte,21979,21.5409
sample01423,102034,nk_cell,21375,20.9489
sample01424,99345,b_cell,7469,7.5182
sample01424,99345,cd4_t_cell,28211,28.397
sample01424,99345,cd8_t_cell,21333,21.4737
sample01424,99345,monocyte,29114,29.306
sample01424,99345,nk_cell,13218,13.3051
sample01425,96145,b_cell,15398,16.0154
sample01425,96145,cd4_t_cell,27922,29.0416
sample01425,96145,cd8_t_cell,29581,30.7671
sample01425,96145,monocyte,13031,13.5535
sample01425,96145,nk_cell,10213,10.6225
sample01426,94116,b_cell,9122,9.6923
sample01426,94116,cd4_t_cell,35130,37.3263
sample01426,94116,cd8_t_cell,19885,21.1282
sample01426,94116,monocyte,15038,15.9782
sample01426,94116,nk_cell,14941,15.8751
sample01427,101927,b_cell,7435,7.2944
sample01427,101927,cd4_t_cell,39731,38.9799
sample01427,101927,cd8_t_cell,22859,22.4268
sample01427,101927,monocyte,19217,18.8537
sample01427,101927,nk_cell,12685,12.4452
sample01428,103063,b_cell,8323,8.0756
sample01428,103063,cd4_t_cell,29902,29.0133
sample01428,103063,cd8_t_cell,28721,27.8674
sample01428,103063,monocyte,19416,18.839
sample01428,103063,nk_cell,16701,16.2047
sample01429,96425,b_cell,11418,11.8413
sample01429,96425,cd4_t_cell,26754,27.7459
sample01429,96425,cd8_t_cell,23026,23.8797
sample01429,96425,monocyte,23473,24.3433
sample01429,96425,nk_cell,11754,12.1898
sample01430,97604,b_cell,15700,16.0854
sample01430,97604,cd4_t_cell,26628,27.2817
sample01430,97604,cd8_t_cell,24532,25.1342
sample01430,97604,monocyte,20319,20.8178
sample01430,97604,nk_cell,10425,10.6809
sample01431,99852,b_cell,12747,12.7659
sample01431,99852,cd4_t_cell,20433,20.4633
sample01431,99852,cd8_t_cell,34083,34.1335
sample01431,99852,monocyte,16433,16.4574
sample01431,99852,nk_cell,16156,16.1799
sample01432,99842,b_cell,4258,4.2647
sample01432,99842,cd4_t_cell,22547,22.5827
sample01432,99842,cd8_t_cell,25864,25.9049
sample01432,99842,monocyte,30828,30.8768
sample01432,99842,nk_cell,16345,16.3709
sample01433,98465,b_cell,6015,6.1088
sample01433,98465,cd4_t_cell,32397,32.902
sample01433,98465,cd8_t_cell,22654,23.0072
sample01433,98465,monocyte,23347,23.711
sample01433,98465,nk_cell,14052,14.2711
sample01434,110984,b_cell,21146,19.0532
sample01434,110984,cd4_t_cell,28073,25.2946
sample01434,110984,cd8_t_cell,23959,21.5878
sample01434,110984,monocyte,23931,21.5626
sample01434,110984,nk_cell,13875,12.5018
sample01435,99133,b_cell,11953,12.0575
sample01435,99133,cd4_t_cell,31336,31.6101
sample01435,99133,cd8_t_cell,14242,14.3666
sample01435,99133,monocyte,19719,19.8915
sample01435,99133,nk_cell,21883,22.0744
sample01436,106420,b_cell,8925,8.3866
sample01436,106420,cd4_t_cell,38725,36.3888
sample01436,106420,cd8_t_cell,21367,20.078
sample01436,106420,monocyte,18701,17.5728
sample01436,106420,nk_cell,18702,17.5738
sample01437,101651,b_cell,15007,14.7633
sample01437,101651,cd4_t_cell,27157,26.7159
sample01437,101651,cd8_t_cell,19969,19.6447
sample01437,101651,monocyte,24653,24.2526
sample01437,101651,nk_cell,14865,14.6236
sample01438,102985,b_cell,15081,14.6439
sample01438,102985,cd4_t_cell,27957,27.1467
sample01438,102985,cd8_t_cell,33108,32.1484
sample01438,102985,monocyte,17483,16.9763
sample01438,102985,nk_cell,9356,9.0848
sample01439,107020,b_cell,10777,10.0701
sample01439,107020,cd4_t_cell,37875,35.3906
sample01439,107020,cd8_t_cell,27223,25.4373
sample01439,107020,monocyte,17247,16.1157
sample01439,107020,nk_cell,13898,12.9864
sample01440,98080,b_cell,11529,11.7547
sample01440,98080,cd4_t_cell,35723,36.4223
sample01440,98080,cd8_t_cell,15453,15.7555
sample01440,98080,monocyte,22332,22.7692
sample01440,98080,nk_cell,13043,13.2983
sample01441,107429,b_cell,6398,5.9556
sample01441,107429,cd4_t_cell,29766,27.7076
sample01441,107429,cd8_t_cell,25214,23.4704
sample01441,107429,monocyte,19903,18.5267
sample01441,107429,nk_cell,26148,24.3398
sample01442,108646,b_cell,16149,14.8639
sample01442,108646,cd4_t_cell,35852,32.9989
sample01442,108646,cd8_t_cell,21478,19.7688
sample01442,108646,monocyte,23703,21.8167
sample01442,108646,nk_cell,11464,10.5517
sample01443,104006,b_cell,9476,9.111
sample01443,104006,cd4_t_cell,40899,39.3237
sample01443,104006,cd8_t_cell,18817,18.0922
sample01443,104006,monocyte,13561,13.0387
sample01443,104006,nk_cell,21253,20.4344
sample01444,94112,b_cell,9826,10.4408
sample01444,94112,cd4_t_cell,22779,24.2041
sample01444,94112,cd8_t_cell,18182,19.3195
sample01444,94112,monocyte,21369,22.7059
sample01444,94112,nk_cell,21956,23.3296
sample01445,94557,b_cell,6605,6.9852
sample01445,94557,cd4_t_cell,21484,22.7207
sample01445,94557,cd8_t_cell,22668,23.9728
sample01445,94557,monocyte,27904,29.5102
sample01445,94557,nk_cell,15896,16.811
sample01446,102672,b_cell,11498,11.1988
sample01446,102672,cd4_t_cell,23806,23.1865
sample01446,102672,cd8_t_cell,35288,34.3696
sample01446,102672,monocyte,17311,16.8605
sample01446,102672,nk_cell,14769,14.3846
sample01447,100786,b_cell,15335,15.2154
sample01447,100786,cd4_t_cell,23549,23.3653
sample01447,100786,cd8_t_cell,19948,19.7924
sample01447,100786,monocyte,20969,20.8055
sample01447,100786,nk_cell,20985,20.8213
sample01448,104863,b_cell,8970,8.554
sample01448,104863,cd4_t_cell,44698,42.6251
sample01448,104863,cd8_t_cell,21463,20.4677
sample01448,104863,monocyte,15758,15.0272
sample01448,104863,nk_cell,13974,13.326
sample01449,93193,b_cell,7643,8.2013
sample01449,93193,cd4_t_cell,29560,31.7191
sample01449,93193,cd8_t_cell,17292,18.555
sample01449,93193,monocyte,23145,24.8356
sample01449,93193,nk_cell,15553,16.689
sample01450,108565,b_cell,12885,11.8685
sample01450,108565,cd4_t_cell,31083,28.6308
sample01450,108565,cd8_t_cell,27345,25.1877
sample01450,108565,monocyte,17041,15.6966
sample01450,108565,nk_cell,20211,18.6165
